time,open,high,low,close
2021-04-02T17:35:00Z,59140.8348468,59142,59115.43270356,59142
2021-04-02T17:40:00Z,59142,59142,59127,59142
2021-04-02T17:45:00Z,59134,59134,59095,59100
2021-04-02T17:50:00Z,59099,59228,59020,59151
2021-04-02T17:55:00Z,59130,59177,59130,59177
2021-04-02T18:00:00Z,59177,59200.18835488,59088,59088
2021-04-02T18:05:00Z,59088,59173,59052,59161
2021-04-02T18:10:00Z,59161,59325,59161,59261
2021-04-02T18:15:00Z,59260,59273,59221,59250
2021-04-02T18:20:00Z,59250.180821,59250.180821,59200,59200
2021-04-02T18:25:00Z,59200,59200,59163,59187
2021-04-02T18:30:00Z,59185,59185,59143,59164
2021-04-02T18:35:00Z,59164,59169,59099.172507,59122
2021-04-02T18:40:00Z,59122,59174,59121,59122
2021-04-02T18:45:00Z,59121,59121,59057.781466,59058
2021-04-02T18:50:00Z,59058,59089,59010,59089
2021-04-02T18:55:00Z,59089,59089,59085,59086
2021-04-02T19:00:00Z,59085,59085,58982,58993
2021-04-02T19:05:00Z,58994,58994,58550,58691
2021-04-02T19:10:00Z,58690,58789,58678,58766
2021-04-02T19:15:00Z,58766,58854,58724,58843
2021-04-02T19:20:00Z,58850,58853,58761,58831
2021-04-02T19:25:00Z,58823,58939,58812.87699592,58840
2021-04-02T19:30:00Z,58819,58831,58762,58805
2021-04-02T19:35:00Z,58805,58911,58803,58874
2021-04-02T19:40:00Z,58874,58967,58845,58954.71826503
2021-04-02T19:45:00Z,58954.71826503,58968,58890,58920
2021-04-02T19:50:00Z,58920,58923,58811,58882
2021-04-02T19:55:00Z,58876,58882,58841,58851
2021-04-02T20:00:00Z,58841,58855,58761,58829.797312
2021-04-02T20:05:00Z,58830,58923,58830,58910.397585
2021-04-02T20:10:00Z,58915,58948,58849.4054022,58934
2021-04-02T20:15:00Z,58948.20537189,58955,58834,58873
2021-04-02T20:20:00Z,58879,58882,58775,58786
2021-04-02T20:25:00Z,58786,58799,58785,58785
2021-04-02T20:30:00Z,58784.71564194,58842,58688,58841
2021-04-02T20:35:00Z,58842,58914,58800,58805
2021-04-02T20:40:00Z,58806,58816,58762,58766
2021-04-02T20:45:00Z,58766,58793,58600,58618.116414
2021-04-02T20:50:00Z,58618,58684.7390402,58580,58664
2021-04-02T20:55:00Z,58664,58712,58568.9595372,58641
2021-04-02T21:00:00Z,58630.47338772,58630.47338772,58400,58594
2021-04-02T21:05:00Z,58602,58631,58525.78031498,58607
2021-04-02T21:10:00Z,58615,58617,58539,58548
2021-04-02T21:15:00Z,58548,58633,58439,58633
2021-04-02T21:20:00Z,58633,58700,58633,58699.852248
2021-04-02T21:25:00Z,58700,58700,58645,58687.24610196
2021-04-02T21:30:00Z,58687.24610196,58710,58649.6125026,58660
2021-04-02T21:35:00Z,58660,58751,58660,58744
2021-04-02T21:40:00Z,58744,58824,58744,58823.66789964
2021-04-02T21:45:00Z,58824,58824,58731,58759
2021-04-02T21:50:00Z,58759,58820.894046,58731,58769
2021-04-02T21:55:00Z,58769,58780,58721,58726
2021-04-02T22:00:00Z,58721,58780,58611,58738
2021-04-02T22:05:00Z,58756,58789,58717,58750
2021-04-02T22:10:00Z,58748,58863,58745,58848
2021-04-02T22:15:00Z,58823,58835,58791.085245,58800
2021-04-02T22:20:00Z,58791,58842.48469932,58791,58840
2021-04-02T22:25:00Z,58835,58870,58835,58869
2021-04-02T22:30:00Z,58862,58863,58800,58827
2021-04-02T22:35:00Z,58828,58836,58761,58790
2021-04-02T22:40:00Z,58784.762166,58836,58761,58824
2021-04-02T22:45:00Z,58820,58825,58809,58825
2021-04-02T22:50:00Z,58825,58909.51954818,58825,58887
2021-04-02T22:55:00Z,58869,58869,58811,58811
2021-04-02T23:00:00Z,58812,58879.82582188,58811,58878
2021-04-02T23:05:00Z,58873,58874,58798,58804
2021-04-02T23:10:00Z,58817,58836.30239835,58758.85151582,58758.85151582
2021-04-02T23:15:00Z,58758.98515074,58860.639114,58728,58840
2021-04-02T23:20:00Z,58840,58988,58839,58988
2021-04-02T23:25:00Z,58988,59089,58924,59086
2021-04-02T23:30:00Z,59086,59130,59052,59084
2021-04-02T23:35:00Z,59084,59098,59013,59013
2021-04-02T23:40:00Z,59013,59054,58965,59001
2021-04-02T23:45:00Z,59001,59011,59001,59004
2021-04-02T23:50:00Z,59005,59005,58918,58946
2021-04-02T23:55:00Z,58940,59002,58930,58959
2021-04-03T00:00:00Z,58958.19519,59069.46234546,58944,58944
2021-04-03T00:05:00Z,58951,59133,58950,59133
2021-04-03T00:10:00Z,59133,59223.34546658,59133,59212
2021-04-03T00:15:00Z,59209,59430,59205,59358
2021-04-03T00:20:00Z,59377.39225204,59382.09597068,59253,59260
2021-04-03T00:25:00Z,59264,59284,59189,59216
2021-04-03T00:30:00Z,59226,59291,59226,59244
2021-04-03T00:35:00Z,59240,59278.12971244,59162,59162
2021-04-03T00:40:00Z,59169,59239,59132.531511,59228.280993
2021-04-03T00:45:00Z,59232,59279.79877134,59189,59240
2021-04-03T00:50:00Z,59238,59333,59213.9380293,59313
2021-04-03T00:55:00Z,59306,59400,59302,59396.294235
2021-04-03T01:00:00Z,59396,59397,59295,59340.93843258
2021-04-03T01:05:00Z,59335,59340,59256,59273
2021-04-03T01:10:00Z,59280,59336,59250,59304.157941
2021-04-03T01:15:00Z,59296.1087075,59320,59253,59320
2021-04-03T01:20:00Z,59320.44715681,59339,59261,59286
2021-04-03T01:25:00Z,59285.04471054,59308,59237,59237
2021-04-03T01:30:00Z,59236.63972384,59250,59209,59231
2021-04-03T01:35:00Z,59225.57572688,59234,59182,59182
2021-04-03T01:40:00Z,59182,59182,59100,59124
2021-04-03T01:45:00Z,59123.233755,59139,59049,59126
2021-04-03T01:50:00Z,59126,59233,59126,59231
2021-04-03T01:55:00Z,59231,59236,59230,59236
2021-04-03T02:00:00Z,59235.507369,59249,59118,59249
2021-04-03T02:05:00Z,59249.08665788,59264.44271461,59184,59225
2021-04-03T02:10:00Z,59226,59245,59179,59179
2021-04-03T02:15:00Z,59179.502955,59253,59144,59253
2021-04-03T02:20:00Z,59252.74370808,59253,59157,59157
2021-04-03T02:25:00Z,59161.95774436,59222,59161.437015,59210.41024032
2021-04-03T02:30:00Z,59211,59234,59199,59199
2021-04-03T02:35:00Z,59199,59223,59171,59191
2021-04-03T02:40:00Z,59177,59218,59161,59218
2021-04-03T02:45:00Z,59218,59218,59204,59218
2021-04-03T02:50:00Z,59218,59350,59218,59349
2021-04-03T02:55:00Z,59345.64215122,59346,59306,59346
2021-04-03T03:00:00Z,59346,59350,59291,59327
2021-04-03T03:05:00Z,59325.15169952,59326,59292,59293.34270826
2021-04-03T03:10:00Z,59293,59331,59293,59322
2021-04-03T03:15:00Z,59313,59313,59282,59287.81070978
2021-04-03T03:20:00Z,59282,59313,59276,59276.26230128
2021-04-03T03:25:00Z,59276.74671282,59300,59245,59246
2021-04-03T03:30:00Z,59246,59246.32072118,59175,59194
2021-04-03T03:35:00Z,59186.85173752,59209.311756,59175,59175
2021-04-03T03:40:00Z,59175.78774056,59188,59172,59172.276579
2021-04-03T03:45:00Z,59172,59196.2990844,59171.6387417,59193
2021-04-03T03:50:00Z,59193.76673562,59243,59172.7804912,59175
2021-04-03T03:55:00Z,59228,59228,59193,59197
2021-04-03T04:00:00Z,59205,59227,59170,59227
2021-04-03T04:05:00Z,59226.87325556,59226.87325556,59207,59223
2021-04-03T04:10:00Z,59224,59229,59224,59228.04918522
2021-04-03T04:15:00Z,59228.04918522,59276,59228,59272
2021-04-03T04:20:00Z,59272,59280,59272,59280
2021-04-03T04:25:00Z,59280,59284,59253,59284
2021-04-03T04:30:00Z,59284,59284,59250.39184876,59251
2021-04-03T04:35:00Z,59251,59314,59251,59314
2021-04-03T04:40:00Z,59314,59333.88285462,59301.64070598,59309
2021-04-03T04:45:00Z,59318,59383.23768356,59317,59370
2021-04-03T04:50:00Z,59370,59377.39225204,59342,59371
2021-04-03T04:55:00Z,59367,59383.23768356,59364,59382
2021-04-03T05:00:00Z,59375,59378,59345,59347
2021-04-03T05:05:00Z,59346,59347,59335,59338
2021-04-03T05:10:00Z,59335,59429,59335,59409
2021-04-03T05:15:00Z,59410,59507,59409,59463
2021-04-03T05:20:00Z,59465,59504,59465,59467
2021-04-03T05:25:00Z,59467.60066038,59467.654698,59404,59404
2021-04-03T05:30:00Z,59404,59444,59346,59444
2021-04-03T05:35:00Z,59436,59443.244313,59436,59442.362382
2021-04-03T05:40:00Z,59443,59472,59422,59424
2021-04-03T05:45:00Z,59423.25350878,59446,59422,59422.489848
2021-04-03T05:50:00Z,59423,59454,59381,59384.551374
2021-04-03T05:55:00Z,59384.551374,59443,59384.44783,59430.25967064
2021-04-03T06:00:00Z,59439,59471.74965924,59430,59430
2021-04-03T06:05:00Z,59430,59430,59403,59403
2021-04-03T06:10:00Z,59403,59404,59326,59367.388731
2021-04-03T06:15:00Z,59356,59375,59333,59345
2021-04-03T06:20:00Z,59345,59375,59335,59335
2021-04-03T06:25:00Z,59335,59360,59320,59320
2021-04-03T06:30:00Z,59320,59320.417287,59256,59256
2021-04-03T06:35:00Z,59256.27149706,59298,59228,59259.79928604
2021-04-03T06:40:00Z,59254,59271,59170,59271
2021-04-03T06:45:00Z,59285,59324,59284.285407,59308
2021-04-03T06:50:00Z,59308,59363.775543,59308,59353
2021-04-03T06:55:00Z,59353,59375.54830156,59341,59366
2021-04-03T07:00:00Z,59365,59398.55898592,59318.59576904,59335
2021-04-03T07:05:00Z,59349,59350,59331,59336
2021-04-03T07:10:00Z,59336,59365,59301,59303
2021-04-03T07:15:00Z,59304,59304.157941,59280,59304.157941
2021-04-03T07:20:00Z,59304,59342.096415,59261,59261
2021-04-03T07:25:00Z,59261.533717,59339,59261,59331
2021-04-03T07:30:00Z,59332,59351,59331,59339.386524
2021-04-03T07:35:00Z,59339,59351,59316,59350
2021-04-03T07:40:00Z,59351,59351,59330.35506564,59333
2021-04-03T07:45:00Z,59333,59333,59274,59283
2021-04-03T07:50:00Z,59282,59322.12355802,59274,59283
2021-04-03T07:55:00Z,59283,59283.41196116,59283,59283.38211
2021-04-03T08:00:00Z,59284,59362.90213719,59284,59301.14419152
2021-04-03T08:05:00Z,59313,59408,59305,59408
2021-04-03T08:10:00Z,59408,59841,59408,59688
2021-04-03T08:15:00Z,59688,59717,59570,59660
2021-04-03T08:20:00Z,59660,59668,59533,59575
2021-04-03T08:25:00Z,59575,59575,59482.8136562,59487
2021-04-03T08:30:00Z,59489,59512,59456,59461.331619
2021-04-03T08:35:00Z,59462,59466,59350,59363
2021-04-03T08:40:00Z,59363,59398,58710,58917
2021-04-03T08:45:00Z,58910,59116.33586752,58836.95283366,59050
2021-04-03T08:50:00Z,59052,59108.1043599,58972,59099
2021-04-03T08:55:00Z,59081,59098,59024,59024
2021-04-03T09:00:00Z,59023.65778236,59044,58800,58808
2021-04-03T09:05:00Z,58812,58930,58764,58930
2021-04-03T09:10:00Z,58930,59029,58924,59028
2021-04-03T09:15:00Z,59027,59067,58999,59047
2021-04-03T09:20:00Z,59047,59094,59046,59082
2021-04-03T09:25:00Z,59081,59120,59064.59496248,59104
2021-04-03T09:30:00Z,59104,59131,59100,59111.63214888
2021-04-03T09:35:00Z,59111.63214888,59149,59111.63214888,59138
2021-04-03T09:40:00Z,59138,59149,59112.97619472,59123
2021-04-03T09:45:00Z,59126,59127,59090,59090
2021-04-03T09:50:00Z,59091,59283,59091,59283
2021-04-03T09:55:00Z,59283,59349,59257,59349
2021-04-03T10:00:00Z,59349,59436,59348,59377
2021-04-03T10:05:00Z,59379,59413,59335,59364
2021-04-03T10:10:00Z,59370,59405,59369.16074442,59405
2021-04-03T10:15:00Z,59405,59617,59405,59617
2021-04-03T10:20:00Z,59617,59641,59521,59571
2021-04-03T10:25:00Z,59571,59571.533853,59499,59527
2021-04-03T10:30:00Z,59527,59569,59527,59553
2021-04-03T10:35:00Z,59553,59553,59463.23511722,59485.720638
2021-04-03T10:40:00Z,59485,59503,59483,59502
2021-04-03T10:45:00Z,59502.883281,59539,59488,59517
2021-04-03T10:50:00Z,59517,59517.32788158,59384.44783,59439
2021-04-03T10:55:00Z,59440,59440,59301,59301
2021-04-03T11:00:00Z,59301,59390,59301,59388
2021-04-03T11:05:00Z,59388,59400,59361,59400
2021-04-03T11:10:00Z,59409,59409,59349,59381
2021-04-03T11:15:00Z,59381,59400,59345,59368
2021-04-03T11:20:00Z,59368,59368,59300,59300.544753
2021-04-03T11:25:00Z,59300,59300,59212,59240.98441148
2021-04-03T11:30:00Z,59240,59329,59240,59329
2021-04-03T11:35:00Z,59320.94762836,59352,59294,59352
2021-04-03T11:40:00Z,59348,59379.0886847,59328,59342.096415
2021-04-03T11:45:00Z,59351,59351,59265,59272.59771396
2021-04-03T11:50:00Z,59273,59273,59265,59265.31617
2021-04-03T11:55:00Z,59265,59273,59190,59249.08672042
2021-04-03T12:00:00Z,59269,59292,59219.8176776,59219.8176776
2021-04-03T12:05:00Z,59219.8176776,59252,59115,59252
2021-04-03T12:10:00Z,59253,59325,59253,59325
2021-04-03T12:15:00Z,59325,59334,59290.57670902,59307.771129
2021-04-03T12:20:00Z,59308.55570408,59309,59270,59270
2021-04-03T12:25:00Z,59270,59284,59212.95475968,59280
2021-04-03T12:30:00Z,59280,59320,59201.21189277,59227
2021-04-03T12:35:00Z,59227,59277,59203.891974,59272
2021-04-03T12:40:00Z,59272,59272,59205.70652168,59221
2021-04-03T12:45:00Z,59205.698568,59274,59181.01199882,59268
2021-04-03T12:50:00Z,59265.68271586,59276,59226,59226
2021-04-03T12:55:00Z,59251,59276,59216,59242
2021-04-03T13:00:00Z,59251,59299,59160,59190
2021-04-03T13:05:00Z,59192,59244.540339,59158,59223
2021-04-03T13:10:00Z,59219,59277,59184,59276
2021-04-03T13:15:00Z,59276,59330,59275,59311.384317
2021-04-03T13:20:00Z,59311,59326,59289,59326
2021-04-03T13:25:00Z,59325,59379.0886847,59325,59376
2021-04-03T13:30:00Z,59376,59472,59376,59389.15154864
2021-04-03T13:35:00Z,59389,59389,59334,59349
2021-04-03T13:40:00Z,59349,59389,59347,59347
2021-04-03T13:45:00Z,59349,59376,59349,59363
2021-04-03T13:50:00Z,59366,59385,59362,59363
2021-04-03T13:55:00Z,59362,59389,59362,59389
2021-04-03T14:00:00Z,59388.76968204,59420,59384,59403
2021-04-03T14:05:00Z,59402,59402.0867749,59363.80543464,59382
2021-04-03T14:10:00Z,59378,59383,59335,59335
2021-04-03T14:15:00Z,59335.05878428,59336,59335,59335.773336
2021-04-03T14:20:00Z,59335.773336,59361,59327,59327
2021-04-03T14:25:00Z,59327,59340,59311,59320
2021-04-03T14:30:00Z,59328,59364,59327,59355
2021-04-03T14:35:00Z,59356,59362,59311,59325
2021-04-03T14:40:00Z,59325,59326,59311,59311
2021-04-03T14:45:00Z,59311.32170332,59311.32170332,59189,59260
2021-04-03T14:50:00Z,59260,59285,59212,59221
2021-04-03T14:55:00Z,59221,59238,59140,59140
2021-04-03T15:00:00Z,59140,59178,59031,59178
2021-04-03T15:05:00Z,59177.696361,59226,59153,59183
2021-04-03T15:10:00Z,59176,59187,59086,59086
2021-04-03T15:15:00Z,59086,59150,59073.84695164,59138.67853106
2021-04-03T15:20:00Z,59129,59129,59083.12676602,59113
2021-04-03T15:25:00Z,59113,59113,59052,59052
2021-04-03T15:30:00Z,59051.65973622,59089,58987,59089
2021-04-03T15:35:00Z,59088.269958,59112,59057,59061
2021-04-03T15:40:00Z,59060,59139,59060,59137
2021-04-03T15:45:00Z,59123,59136,59065,59065
2021-04-03T15:50:00Z,59065,59065,58800,58893
2021-04-03T15:55:00Z,58893,58970,58804,58804
2021-04-03T16:00:00Z,58805,58881,58630,58774
2021-04-03T16:05:00Z,58775,59011.67812778,58775,58903
2021-04-03T16:10:00Z,58865,59023,58850,58975
2021-04-03T16:15:00Z,58975,59139,58975,59100
2021-04-03T16:20:00Z,59076,59078,58968,58999
2021-04-03T16:25:00Z,58989,59073,58955,59067
2021-04-03T16:30:00Z,59067,59131,59061,59084.5857667
2021-04-03T16:35:00Z,59084.5857667,59084.5857667,59045,59067
2021-04-03T16:40:00Z,59067,59067,58980,58980
2021-04-03T16:45:00Z,58981,59047,58939,58939.29480554
2021-04-03T16:50:00Z,58939,58949.3538558,58842,58871.74249824
2021-04-03T16:55:00Z,58871.74249824,58871.74249824,58700,58782
2021-04-03T17:00:00Z,58785.78184772,58803,58709.46420516,58750
2021-04-03T17:05:00Z,58751,58751,58550,58571.88043494
2021-04-03T17:10:00Z,58569,58769,58550,58714.1679238
2021-04-03T17:15:00Z,58707,58707.078624,58550,58605
2021-04-03T17:20:00Z,58605,58605,58255,58531
2021-04-03T17:25:00Z,58514,58570,58475,58532
2021-04-03T17:30:00Z,58532,58594.166499,58361,58591
2021-04-03T17:35:00Z,58591,58658.54588268,58539,58596
2021-04-03T17:40:00Z,58601,58602,58459,58477
2021-04-03T17:45:00Z,58478,58569,58458,58493.09314772
2021-04-03T17:50:00Z,58491.91721806,58556,58290,58319.05555804
2021-04-03T17:55:00Z,58320,58389,58255,58261
2021-04-03T18:00:00Z,58261,58261,57800,57894
2021-04-03T18:05:00Z,57886.83209472,58329,57820,58329
2021-04-03T18:10:00Z,58339,58364.729061,58211,58211
2021-04-03T18:15:00Z,58204,58370,58159,58340
2021-04-03T18:20:00Z,58341,58400,58281.42580892,58389
2021-04-03T18:25:00Z,58389,58460,58329.63892498,58411
2021-04-03T18:30:00Z,58431.9448054,58488,58371,58416
2021-04-03T18:35:00Z,58416,58416,58300,58405
2021-04-03T18:40:00Z,58406,58417,58304,58349
2021-04-03T18:45:00Z,58349,58405,58300,58348.469715
2021-04-03T18:50:00Z,58348,58463.21787217,58327,58438
2021-04-03T18:55:00Z,58438,58466.801622,58378.30791141,58463
2021-04-03T19:00:00Z,58462,58542,58368,58485.770859
2021-04-03T19:05:00Z,58485,58727,58485,58725
2021-04-03T19:10:00Z,58697,58715,58572,58573
2021-04-03T19:15:00Z,58595,58609.51018406,58532,58587
2021-04-03T19:20:00Z,58583,58596,58525.515927,58538.162085
2021-04-03T19:25:00Z,58535,58535,58425,58458.99118758
2021-04-03T19:30:00Z,58459,58459,58274,58317
2021-04-03T19:35:00Z,58274,58289,58133,58180.29585816
2021-04-03T19:40:00Z,58181,58306,58177,58276.205955
2021-04-03T19:45:00Z,58277,58391,58235,58364
2021-04-03T19:50:00Z,58335,58371,58233,58317
2021-04-03T19:55:00Z,58319,58558,58317,58558
2021-04-03T20:00:00Z,58558,58558,58400,58425
2021-04-03T20:05:00Z,58425.24996,58426,58212,58313.241132
2021-04-03T20:10:00Z,58315,58358,58253.62353,58325
2021-04-03T20:15:00Z,58298,58298,58229.68490388,58235.34799896
2021-04-03T20:20:00Z,58240,58247.79499554,58149,58189
2021-04-03T20:25:00Z,58190,58384,58179,58305
2021-04-03T20:30:00Z,58300,58425,58294,58373
2021-04-03T20:35:00Z,58373,58373,58305.111459,58306
2021-04-03T20:40:00Z,58307,58308,58154,58154
2021-04-03T20:45:00Z,58153.75102138,58170,57882,57945
2021-04-03T20:50:00Z,57943.9339965,58007,57757,57979
2021-04-03T20:55:00Z,57990,58061,57880,57981
2021-04-03T21:00:00Z,57980,58077,57878.534097,58077
2021-04-03T21:05:00Z,58078,58136,58070,58075
2021-04-03T21:10:00Z,58068,58068,57884.06609548,57884.06609548
2021-04-03T21:15:00Z,57884.06609548,57965,57748,57951
2021-04-03T21:20:00Z,57951,58096,57950,58032.315765
2021-04-03T21:25:00Z,58030,58035.025656,57961,58031
2021-04-03T21:30:00Z,58031,58119,57941,58119
2021-04-03T21:35:00Z,58119.06154187,58226,58119.06154187,58184
2021-04-03T21:40:00Z,58181,58182.263067,57953,57955
2021-04-03T21:45:00Z,57970,58039,57791,57846
2021-04-03T21:50:00Z,57849,57889,57505,57607.61811374
2021-04-03T21:55:00Z,57607,57699,57505,57609
2021-04-03T22:00:00Z,57602.9143951,57602.9143951,57315,57449
2021-04-03T22:05:00Z,57449,57497,57300,57377
2021-04-03T22:10:00Z,57377,57580,57377,57559
2021-04-03T22:15:00Z,57559,57696,57479.4417808,57696
2021-04-03T22:20:00Z,57696,57731,57568,57628
2021-04-03T22:25:00Z,57619,57619,57406,57406
2021-04-03T22:30:00Z,57406,57434,57120,57220
2021-04-03T22:35:00Z,57231,57449,57222,57300
2021-04-03T22:40:00Z,57308,57459,57293.418819,57451
2021-04-03T22:45:00Z,57450,57539,57429.0592205,57526
2021-04-03T22:50:00Z,57539,57575,57531,57569
2021-04-03T22:55:00Z,57570,57600,57551.17349006,57574
2021-04-03T23:00:00Z,57551,57551,57366,57542.728791
2021-04-03T23:05:00Z,57554.471652,57647,57554.471652,57647
2021-04-03T23:10:00Z,57645,57647,57519,57586
2021-04-03T23:15:00Z,57585,57711,57585,57691
2021-04-03T23:20:00Z,57690,57694.63690858,57611.379363,57642.89600354
2021-04-03T23:25:00Z,57653,57653,57561,57623
2021-04-03T23:30:00Z,57622.90519932,57622.90519932,57388,57388
2021-04-03T23:35:00Z,57400,57400,57016,57016
2021-04-03T23:40:00Z,57017,57156,56872,57152
2021-04-03T23:45:00Z,57152,57154,56980,57001
2021-04-03T23:50:00Z,57000,57104,56961,57100
2021-04-03T23:55:00Z,57101,57101,56973.651681,57020
2021-04-04T00:00:00Z,57029,57030,56550,56795
2021-04-04T00:05:00Z,56799,56963,56711,56792
2021-04-04T00:10:00Z,56794,56871,56783.29142208,56798
2021-04-04T00:15:00Z,56798,56936,56667.46253194,56916
2021-04-04T00:20:00Z,56915,57049,56892.65288046,57047
2021-04-04T00:25:00Z,57035.979174,57066,56980,57066
2021-04-04T00:30:00Z,57066,57101,56990,57000
2021-04-04T00:35:00Z,56996,57000,56850,56927.583534
2021-04-04T00:40:00Z,56930,57107,56885,57107
2021-04-04T00:45:00Z,57107,57262,57069,57069
2021-04-04T00:50:00Z,57069,57100,56897.98736642,56897.98736642
2021-04-04T00:55:00Z,56897,56899,56688,56688
2021-04-04T01:00:00Z,56688,56712,56500,56562
2021-04-04T01:05:00Z,56574,56705,56500,56653
2021-04-04T01:10:00Z,56637,56813.86559324,56637,56802
2021-04-04T01:15:00Z,56802,56963,56801.17739302,56885
2021-04-04T01:20:00Z,56885,56895,56761,56772
2021-04-04T01:25:00Z,56760,56991,56691,56979
2021-04-04T01:30:00Z,56979,56979,56818,56890
2021-04-04T01:35:00Z,56889.64506,57017,56859,56994
2021-04-04T01:40:00Z,56993.78283122,57017,56916.17147366,56939
2021-04-04T01:45:00Z,56937,57071,56937,57032
2021-04-04T01:50:00Z,57004,57143,57004,57129
2021-04-04T01:55:00Z,57131.36660144,57133,56926,56980
2021-04-04T02:00:00Z,56980,57124.31102348,56980,57121
2021-04-04T02:05:00Z,57124,57161,57093,57102
2021-04-04T02:10:00Z,57095,57172,57091,57147
2021-04-04T02:15:00Z,57145.47775736,57323,57134,57284
2021-04-04T02:20:00Z,57291,57343,57276,57341
2021-04-04T02:25:00Z,57342,57414,57341,57356
2021-04-04T02:30:00Z,57356,57360,57261,57278
2021-04-04T02:35:00Z,57278,57317,57261,57296
2021-04-04T02:40:00Z,57283,57396,57283,57391
2021-04-04T02:45:00Z,57387,57387,57255,57261
2021-04-04T02:50:00Z,57300,57382,57300,57382
2021-04-04T02:55:00Z,57382.03723342,57393,57359,57360
2021-04-04T03:00:00Z,57349,57454,57270,57408
2021-04-04T03:05:00Z,57408,57408,57323,57401.83042324
2021-04-04T03:10:00Z,57404,57404,57327,57380
2021-04-04T03:15:00Z,57388,57388,57250,57250
2021-04-04T03:20:00Z,57250.65226952,57319.614432,57233,57247.88627028
2021-04-04T03:25:00Z,57247,57333,57247,57297
2021-04-04T03:30:00Z,57289,57339,57265,57282
2021-04-04T03:35:00Z,57287,57365,57250,57364
2021-04-04T03:40:00Z,57365,57425,57351,57361
2021-04-04T03:45:00Z,57328.647402,57430,57323,57428
2021-04-04T03:50:00Z,57430,57454,57391,57454
2021-04-04T03:55:00Z,57453.95321366,57554,57453.95321366,57519
2021-04-04T04:00:00Z,57516,57602,57500,57585
2021-04-04T04:05:00Z,57551,57568,57478,57498
2021-04-04T04:10:00Z,57492,57499,57462,57477
2021-04-04T04:15:00Z,57462,57524,57422,57508.8400223
2021-04-04T04:20:00Z,57523,57585,57490,57501
2021-04-04T04:25:00Z,57502,57566.214513,57476,57487
2021-04-04T04:30:00Z,57500,57507,57420.76122278,57420.76122278
2021-04-04T04:35:00Z,57420.76122278,57522,57386.45841,57477
2021-04-04T04:40:00Z,57477,57511,57477,57477.691407
2021-04-04T04:45:00Z,57477,57539,57477,57531.889227
